ORDER_ID	MERCHCUSTID CUSTOMER_ID	ASIN	ORDER_DAY	SHIP_DAY	DELIVERY_DAY	ORDER_DAY_REFORMATED	SHIP_DAY_REFORMATED	SHIPDAYOFWEEK	ORDERDAYOFWEEK	SHIPWEEKOFYEAR	SHIPMONTH	MEDIA	GL	PRODUCTGROUPNO	GMS	PRMSLAD	ZIP_O	ZIP_D	SHIPMETHOD	CARRIER	WEIGHT	WIDTH	HEIGHT	LENGTH	DISTANCE	SPEEDCATEGORY	BUSDELIVERYDAYSC2D	BUSLPROMISEDDELIVERYDAYSC2D	BUSDELIVERYDAYSS2D	BUSLPROMISEDDELIVERYDAYSS2D	BUSEPROMISEDDELIVERYDAYSS2D	CALDELIVERYDAYSC2D	CALLPROMISEDDELIVERYDAYSC2D	CALDELIVERYDAYSS2D	CALLPROMISEDDELIVERYDAYSS2D	CALEPROMISEDDELIVERYDAYSS2D
102-5309840-4606668	228151190	7240039915	B0012GMYNC	10-JUN-15	11-JUN-15	16-JUN-15	06/10/2015	06/11/2015	5	4	24	06	Y	Music	15	6.98	02-JUL-15	79102	27893	MERCHANT		.1770752888384	4.97244093981	.53937007819	5.54724408883	1345	Standard	4	17	3	15	4	6	22	5	20	6
107-5530586-5066619	1035875021	275113786	B011GVT9G2	02-MAR-16	02-MAR-16	05-MAR-16	03/02/2016	03/02/2016	4	4	09	03	N	Sports	200	159.95	10-MAR-16	45380	30909	MERCHANT		3.549999997023	9.799999990004	5.099999994798	14.49999998521	486	Standard	2	7	2	5	3	4	9	3	7	5
103-3925694-7413817	1617138051	221634150	B00DIFJ0ZK	20-NOV-15	23-NOV-15	25-NOV-15	11/20/2015	11/23/2015	2	6	48	11	N	Health & Personal Care	121	16.3	15-DEC-15	32819	06029	MERCHANT		1.3	5.099999994798	4.399999995512	7.099999992758	1060	Standard	3	18	1	16	5	5	25	2	21	7
111-4504693-8192250	1973153351	598422271	B00Q5EIZJI	12-FEB-16	13-FEB-16	19-FEB-16	02/12/2016	02/13/2016	7	6	06	02	N	Biss	328	9.95	24-FEB-16	80537	08034	MERCHANT		.35	1.99999999796	1.99999999796	3.899999996022	1587	Standard	5	8	4	5	1	7	12	6	7	3
102-4596278-2661857	485222676	1874975310	B00VGTP4W8	16-SEP-15	16-SEP-15	21-SEP-15	09/16/2015	09/16/2015	4	4	38	09	N	Office Products	229	39.95	25-SEP-15	55746	92630	MERCHANT		.39682802134934	4.29999999561399	4.29999999561399	4.49999999541	1601	Standard	3	7	3	5	3	5	10	5	7	5
103-4277917-3512200	77949811	1334554540	B00NF33PW4	17-AUG-15	18-AUG-15	21-AUG-15	08/17/2015	08/18/2015	3	2	34	08	N	Sports	200	29.99	26-AUG-15	21226	78504	MERCHANT		.02204600116759	5.99999999388	.899999999082	7.199999992656	1538	Standard	4	8	3	5	3	4	10	3	7	3
112-4975211-9090644	1851611331	328739037	B00112BRTE	19-JUN-15	19-JUN-15	26-JUN-15	06/19/2015	06/19/2015	6	6	25	06	N	Beauty	194	3.77	30-JUN-15	90210	98030	MERCHANT		.05	1.199999998776	.099999999898	5.49999999439	938	Standard	5	8	5	5	1	7	12	7	7	3
107-2159641-5873006	10568523515	545330771	B00DT7C806	02-OCT-15	02-OCT-15	07-OCT-15	10/02/2015	10/02/2015	6	6	40	10	N	Automotive	263	246.88	14-OCT-15	85284	60160	MERCHANT		8.05	17.799999981844	5.399999994492	69.299999929314	1439	Standard	3	8	3	5	1	5	12	5	8	3
108-5460507-6140231	556544116	662390291	B00PKOWCU2	15-JUL-15	16-JUL-15	18-JUL-15	07/15/2015	07/16/2015	5	4	29	07	N	Apparel	193	9.98	24-JUL-15	18104	92116	MERCHANT		.34999999941299	6.99999998572	1.099999997756	8.599999982456	2345	Standard	2	7	2	5	3	3	9	2	7	5
002-0075778-8893043	7141357115	166821266	0919616259	24-NOV-15	25-NOV-15	03-DEC-15	11/24/2015	11/25/2015	4	3	48	11	Y	Books	14	21.99	17-DEC-15	08690	94107	MERCHANT		2.9500496202744	8.59842518808	.99999999898	10.99999998878	2539	Standard	7	19	6	15	5	9	24	8	20	7
112-9780283-6289006	681883060	1167359486	B000S85GPS	27-SEP-15	29-SEP-15	02-OCT-15	09/27/2015	09/29/2015	3	1	40	09	N	Health & Personal Care	121	10.71	08-OCT-15	10987	42129	MERCHANT		.15	1.799999998164	1.399999998572	3.899999996022	675	Standard	4	8	2	4	4	5	11	3	7	5
104-2468586-6567417	1169540161	162586016	B00K79GTLI	26-FEB-16	29-FEB-16	04-MAR-16	02/26/2016	02/29/2016	2	6	09	02	N	Sports	200	8.95	08-MAR-16	60030	78260	MERCHANT			12	.5	30	1048	Standard	5	7	2	5	1	7	11	4	7	3
116-2621075-0286662	1116941600	15932580205	B008PH9B6O	08-JAN-16	11-JAN-16	14-JAN-16	01/08/2016	01/11/2016	2	6	02	01	N	Furniture	196	149	18-JAN-16	85225	98230	MERCHANT		12	8	6	30	1215	Standard	4	6	1	5	1	6	10	3	7	3
105-9150819-1734654	521273626	60475587	B00GWTT860	01-NOV-15	02-NOV-15	09-NOV-15	11/01/2015	11/02/2015	2	1	45	11	N	Home	201	41.99	10-NOV-15	08110	94947	MERCHANT		5.14999999568126	16.699999982966	3.49999999643	20.99999997858	2526	Standard	5	7	4	4	2	8	10	7	7	3
114-2149409-0675424	217889467	1280602711	B00ECEA4A6	25-AUG-15	25-AUG-15	26-AUG-15	08/25/2015	08/25/2015	3	3	35	08	N	Sports	200	131.42	03-SEP-15	75006	75455	MERCHANT			13	12	19	114	Standard	1	8	1	5	3	1	10	1	7	5
108-2634199-1126622	21412273315	1517371811	B0160D6QI0	06-MAR-16	07-MAR-16	12-MAR-16	03/06/2016	03/07/2016	2	1	10	03	N	Home	201	21	15-MAR-16	90037	92083	MERCHANT		.69999999941299	14.799999984904	5.99999999388	14.9999999847	82	Standard	4	7	4	4	2	6	10	5	7	3
113-1537473-2417869	13968153215	7475100205	B00RY4K0E6	11-MAR-16	11-MAR-16	17-MAR-16	03/11/2016	03/11/2016	6	6	10	03	N	Apparel	193	46.36	21-MAR-16	83687	25951	MERCHANT		.79999999932913	7.99999999184	2.799999997144	11.599999988168	1902	Standard	4	6	4	5	1	6	10	6	7	3
109-7175490-5549811	22332035705	571873260	B019VHUSGS	01-APR-16	03-APR-16	06-APR-16	04/01/2016	04/03/2016	1	6	13	04	N	Apparel	193	26.48	12-APR-16	11223	84058	MERCHANT		.44999999924527	8.099999983476	1.099999997756	10.699999978172	1973	Standard	3	7	1	5	1	5	11	3	7	3
114-8981974-5363402	116046037	119778847	B000GEY2Q8	27-APR-16	28-APR-16	02-MAY-16	04/27/2016	04/28/2016	5	4	17	04	N	Beauty	194	10.57	06-MAY-16	53037	98058	MERCHANT		.66	1.899999998062	.899999999082	6.699999993166	1660	Standard	3	7	2	5	3	5	9	4	7	5
114-6465998-3818641	590137441	25293316105	B003XVXFS2	25-JUN-15	26-JUN-15	29-JUN-15	06/25/2015	06/26/2015	6	5	26	06	N	Kitchen	79	80.9	10-JUL-15	91789	48074	MERCHANT		.79999999932913	3.749999996175	3.49999999643	6.249999993625	1990	Standard	2	12	1	6	4	4	16	3	8	6
109-2270982-4445061	1648016641	485985610	B00QR1QHR6	20-NOV-15	22-NOV-15	28-NOV-15	11/20/2015	11/22/2015	1	6	47	11	N	Shoes	309	152.94	30-NOV-15	73114	94608	MERCHANT		3.19999999731651	11.49999998827	4.799999995104	14.099999985618	1378	Expedited	5	6	4	4	1	8	10	6	6	1
113-2179998-2188200	661076130	1941084810	B008BBWR1K	07-DEC-15	08-DEC-15	09-DEC-15	12/07/2015	12/08/2015	3	2	50	12	N	Health & Personal Care	121	79.95	17-DEC-15	01801	02852	MERCHANT		4.5	9.842519675	4.9606299162	12.9133858136	64	Standard	2	9	1	5	4	2	11	1	7	5
109-4301042-8757066	1885433141	649319361	0691018332	13-DEC-15	15-DEC-15	18-DEC-15	12/13/2015	12/15/2015	3	1	51	12	Y	Books	14	15.95	06-JAN-16	21227	21601	MERCHANT		1.64999999861633	5.899999993982	1.299999998674	8.899999990922	46	Standard	4	18	2	15	3	5	25	3	22	4
110-8929001-2947419	17764242105	2058312631	B00DQCLRCY	10-OCT-15	11-OCT-15	15-OCT-15	10/10/2015	10/11/2015	1	7	41	10	N	Toys	21	15.81	23-OCT-15	02351	21075	MERCHANT		.02204600118607	2.99999999694	.099999999898	4.799999995104	364	Standard	3	9	2	5	4	5	13	4	9	6
111-7882563-5024217	661076130	2057130960	B00S1JPHW8	04-OCT-15	05-OCT-15	12-OCT-15	10/04/2015	10/05/2015	2	1	41	10	N	Shoes	309	35.85	15-OCT-15	01801	32750	MERCHANT		1.2	7.2	4.6	12	1110	Standard	5	8	4	5	2	8	11	7	8	3
112-4330546-5433062	828347236	1032627610	B0001TL38S	16-SEP-15	17-SEP-15	19-SEP-15	09/16/2015	09/17/2015	5	4	38	09	N	Health & Personal Care	121	8.43	25-SEP-15	81419	66207	MERCHANT		.05	.99999999898	.49999999949	1.299999998674	706	Standard	2	7	2	5	3	3	10	2	7	5
109-0683065-0591407	713163590	70189967	1435142578	30-NOV-15	01-DEC-15	07-DEC-15	11/30/2015	12/01/2015	3	2	49	12	Y	Books	14	21.98	22-DEC-15	64120	18067	MERCHANT		5.6	8.599999991228	1.99999999796	12.699999987046	1014	Standard	5	18	4	15	4	7	23	6	20	6
102-2975653-3583422	9407932205	1974111340	B001NI8MNK	15-MAR-16	15-MAR-16	17-MAR-16	03/15/2016	03/15/2016	3	3	11	03	N	Home Improvement	60	18.75	21-MAR-16	49461	15221	MERCHANT		.85	5.299999994594	.899999999082	9.699999990106	390	Expedited	2	5	2	3	1	2	7	2	5	1
106-6312295-7749844	13618434615	879657986	B00IFU23G6	17-FEB-16	17-FEB-16	19-FEB-16	02/17/2016	02/17/2016	4	4	07	02	N	Wireless	107	20.57	23-FEB-16	34479	55402	MERCHANT		.02204600118607	1.399999998572	.099999999898	1.49999999847	1245	Expedited	2	5	2	3	1	2	7	2	5	1
103-3724807-0261843	33453829705	80129322	B00TM0VU9E	19-FEB-16	19-FEB-16	23-FEB-16	02/19/2016	02/19/2016	6	6	07	02	N	Automotive	263	48.02	26-FEB-16	91403	06607	MERCHANT		1.69				2498	Expedited	2	5	2	1	1	4	8	4	3	1
114-8832446-8285827	15712172315	780747721	B003M6OQIQ	12-JUL-15	13-JUL-15	15-JUL-15	07/12/2015	07/13/2015	2	1	29	07	N	Sports	200	62.61	21-JUL-15	26041	95694	MERCHANT		2.25	8.99999999082	.599999999388	39.1099999601078	2194	Standard	2	6	1	4	2	3	9	2	7	3
114-2852085-0963415	8175252915	903649096	B017TB54N0	26-JAN-16	26-JAN-16	28-JAN-16	01/26/2016	01/26/2016	3	3	04	01	N	Health & Personal Care	121	27.24	04-FEB-16	90240	06051	MERCHANT		1.74999999853247	6.199999993676	2.299999997654	6.899999992962	2504	Standard	2	8	2	5	3	2	10	2	7	5
108-2016302-3381840	1000306386	1001890636	B00I46WUAA	17-APR-15	18-APR-15	22-APR-15	04/17/2015	04/18/2015	7	6	16	04	N	Health & Personal Care	121	31.48	29-APR-15	10013	34431	MERCHANT		.02204600118607	1.99999999796	.199999999796	2.99999999694	934	Standard	3	8	2	5	1	5	12	4	7	3
106-1904288-8041004	6676443005	1933605371	B007MJKIC2	06-NOV-15	06-NOV-15	09-NOV-15	11/06/2015	11/06/2015	6	6	45	11	N	Beauty	194	4.38	18-NOV-15	90013	13502	MERCHANT		.02204600118607	1.599999998368	.49999999949	5.699999994186	2383	Standard	1	9	1	5	2	3	13	3	8	4
116-2414100-7948255	550541886	405319727	B0081PLKS2	15-JUL-15	17-JUL-15	21-JUL-15	07/15/2015	07/17/2015	6	4	29	07	N	Beauty	194	11.93	29-JUL-15	85297	08844	MERCHANT		.6	3.199999996736	1.599999998368	8.799999991024	2092	Standard	4	10	2	5	2	6	14	4	7	3
107-8379681-4002666	8301067315	232234580	B00B5PYFE6	18-OCT-15	22-OCT-15	27-OCT-15	10/18/2015	10/22/2015	5	1	43	10	N	Baby	75	20.96	29-OCT-15	10950	60614	MERCHANT		.54999999953877	1.699999998266	1.699999998266	6.899999992962	695	Standard	6	9	4	4	4	9	12	5	7	5
103-3923792-6509805	1193284971	1181683036	B002LS1AJ4	26-MAY-15	26-MAY-15	01-JUN-15	05/26/2015	05/26/2015	3	3	22	05	Y	Books	14	43.98	17-JUN-15	95628	54302	MERCHANT		2.15	8.299999991534	1.199999998776	10.699999989086	1755	Standard	4	17	4	15	4	6	22	6	20	6
116-6299812-0287436	1580140411	278424807	B001CM0QS6	29-APR-15	30-APR-15	04-MAY-15	04/29/2015	04/30/2015	5	4	18	04	N	Sports	200	21.36	07-MAY-15	73069	55331	MERCHANT		.02204600118607	2.699999997246	.199999999796	7.599999992248	697	Standard	3	6	2	5	3	5	8	4	7	5
116-9062389-7404250	2041580991	842379651	B006VYBAZ8	15-MAY-15	18-MAY-15	20-MAY-15	05/15/2015	05/18/2015	2	6	21	05	N	Sports	200	18.95	29-MAY-15	80126	62025	MERCHANT		.05	2.199999997756	.699999999286	3.399999996532	804	Standard	3	10	1	6	2	5	14	2	10	4
109-1956710-4729040	1077529496	1913518881	B014G25OA8	07-DEC-15	08-DEC-15	15-DEC-15	12/07/2015	12/08/2015	3	2	50	12	N	Outdoors	468	29.99	15-DEC-15	53086	71457	MERCHANT		.96999999918657	10.49999998929	1.99999999796	12.99999998674	844	Standard	6	6	5	5	3	8	8	7	7	3
109-5297949-3719455	228151190	14103892705	0784011141	10-NOV-15	10-NOV-15	13-NOV-15	11/10/2015	11/10/2015	3	3	46	11	Y	Video DVD	74	6.35	04-DEC-15	79102	32714	MERCHANT		.1833364170792	5.41732282912	.58267716476	7.09842518961	1278	Standard	3	19	3	16	4	3	25	3	21	6
106-6195073-9097036	661053176	1026441420	B00CLM5PEQ	23-DEC-15	27-DEC-15	02-JAN-16	12/23/2015	12/27/2015	1	4	52	12	N	Beauty	194	15.95	06-JAN-16	92075	34741	MERCHANT		.04999999995807	5.399999994492	.299999999694	7.49999999235	2145	Standard	7	10	4	6	2	10	14	6	8	3
110-5277631-7290662	482467601	579099051	B002RSRUTC	28-APR-15	29-APR-15	01-MAY-15	04/28/2015	04/29/2015	4	3	18	04	N	Beauty	194	11.41	06-MAY-15	92673	78639	MERCHANT		.1	1.99999999796	1.99999999796	7.699999992146	1138	Standard	3	6	2	5	3	3	8	2	7	5
103-7617030-9195419	1108251236	441621866	1614358036	16-FEB-16	17-FEB-16	27-FEB-16	02/16/2016	02/17/2016	4	3	07	02	Y	Books	14	12.85	09-MAR-16	60446	93710	MERCHANT		.85	5.899999993982	.899999999082	8.899999990922	1718	Standard	8	17	8	15	4	11	22	10	20	6
115-4987943-6689004	1158656370	1717597591	B004ANN7NA	09-APR-15	09-APR-15	13-APR-15	04/09/2015	04/09/2015	5	5	15	04	N	Home	201	39.99	20-APR-15	90650	87114	MERCHANT		1.95	16.799999982864	1.699999998266	28.799999970624	647	Standard	2	7	2	5	3	4	11	4	7	5
103-4611593-7292263	1353040640	810622910	B003Z3LQM0	10-AUG-15	10-AUG-15	12-AUG-15	08/10/2015	08/10/2015	2	2	33	08	N	Sports	200	29.99	01-SEP-15	90638	98059	MERCHANT		.53999999954716	2.949999996991	1.799999998164	15.449999984241	964	Standard	2	18	2	15	4	2	23	2	20	6
105-5651265-7827449	20522203305	38714270905	B01ABT8HQ8	27-JAN-16	28-JAN-16	01-FEB-16	01/27/2016	01/28/2016	5	4	04	01	N	Furniture	196	44.99	09-FEB-16	91761	48150	MERCHANT		16.9	14.2	6.7	27.5	1932	Standard	3	10	3	7	4	5	14	5	11	6
109-5814657-4938654	1077529496	199639950	B014LPN4VQ	14-FEB-16	15-FEB-16	19-FEB-16	02/14/2016	02/15/2016	2	1	07	02	N	Outdoors	468	22.98	23-FEB-16	53086	11214	MERCHANT		.69999999941299	7.599999992248	1.49999999847	11.399999988372	756	Standard	4	6	3	4	2	5	9	4	7	3
113-4414013-2414629	13219661815	33613741905	B00LNJK7BE	16-MAR-16	18-MAR-16	22-MAR-16	03/16/2016	03/18/2016	6	4	11	03	N	Furniture	196	189.08	29-MAR-16	78114	98446	MERCHANT		67.3	18.299999981334	5.899999993982	49.49999994951	1796	Standard	4	9	3	5	2	6	13	5	7	3
111-2379516-3264245	1436224811	1287487431	0689832095	30-MAY-15	31-MAY-15	03-JUN-15	05/30/2015	05/31/2015	1	7	22	05	Y	Books	14	4	22-JUN-15	77041	76522	MERCHANT		.1535960579354	5.14960629396	.24015748007	7.62992125206	178	Standard	2	15	1	14	2	4	23	3	20	4
104-6560018-7019467	842608836	517515590	B007ADOL28	21-APR-16	22-APR-16	28-APR-16	04/21/2016	04/22/2016	6	5	16	04	N	Health & Personal Care	121	17.69	13-MAY-16	11224	32903	MERCHANT		.1	3.799999996124	.99999999898	5.49999999439	940	Standard	5	17	4	13	4	7	22	6	18	6
110-2310027-4479442	561207521	167166330	B000XDXLA0	13-DEC-15	14-DEC-15	18-DEC-15	12/13/2015	12/14/2015	2	1	51	12	N	Beauty	194	142.63	18-DEC-15	22102	78238	MERCHANT		1.19999999899369	3.199999996736	2.49999999745	4.099999995818	1382	Expedited	4	4	3	2	0	5	5	4	3	1
102-8815116-6198621	14033028805	1187406281	B012UUDU6S	15-AUG-15	17-AUG-15	20-AUG-15	08/15/2015	08/17/2015	2	7	34	08	N	Apparel	193	14.95	25-AUG-15	54016	32195	MERCHANT						1253	Standard	3	6	1	4	1	5	10	3	7	3
115-7128544-4363449	997918910	1557423900	B00S1X892E	17-MAY-15	18-MAY-15	21-MAY-15	05/17/2015	05/18/2015	2	1	21	05	N	Baby	75	13.99	27-MAY-15	64850	01844	MERCHANT		.12999999989098	3.599999996328	.799999999184	4.399999995512	1294	Standard	3	8	2	5	2	4	11	3	8	3
108-0951755-9363432	334656017	1850921451	1566993288	30-JUN-15	01-JUL-15	06-JUL-15	06/30/2015	07/01/2015	4	3	27	07	Y	Books	14	13.5	23-JUL-15	43220	19713	MERCHANT		.1	5.49999999439	.599999999388	8.399999991432	392	Standard	4	19	3	16	5	6	24	5	21	7
102-1941333-2201810	2026469711	534581951	B00MA5U1FW	04-JAN-16	05-JAN-16	07-JAN-16	01/04/2016	01/05/2016	3	2	01	01	N	PC	147	85.48	26-JAN-16	08330	85201	MERCHANT		1.54984970186	9.4881889667	3.5039370043	14.9999999847	2091	Standard	3	17	2	15	4	3	22	2	20	6
116-7273612-7641066	136794176	188172827	B00JGTIXNW	23-APR-16	24-APR-16	29-APR-16	04/23/2016	04/24/2016	1	7	16	04	N	Home Improvement	60	24.44	06-MAY-16	55992	76244	MERCHANT		1.19999999899369	4.1699999957466	2.2799999976744	11.2599999885148	823	Standard	4	9	3	6	2	6	14	5	10	4
115-6834647-6137800	7453165415	22130374	B00LTACN28	26-FEB-16	26-FEB-16	01-MAR-16	02/26/2016	02/26/2016	6	6	08	02	N	Shoes	309	21.98	07-MAR-16	90620	20850	MERCHANT		.8	4.5	4	10.7	2279	Standard	2	7	2	5	1	4	11	4	7	3
104-0885318-7381004	6543877915	14227784805	B001TSGZZQ	07-JAN-16	08-JAN-16	14-JAN-16	01/07/2016	01/08/2016	6	5	01	01	N	Beauty	194	11.99	18-JAN-16	07755	63131	MERCHANT		.3	2.99999999694	1.199999998776	3.799999996124	883	Standard	5	7	4	5	3	7	11	6	7	5
108-6113214-4400202	1102269186	25435082305	B004ONOG4K	08-AUG-15	10-AUG-15	12-AUG-15	08/08/2015	08/10/2015	2	7	33	08	N	Automotive	263	131.34	18-AUG-15	37421	60160	MERCHANT		2.14	8	8	8	497	Standard	2	6	0	4	1	4	10	2	7	3
111-2623451-8053009	7899633515	1783607770	B00546SAZC	06-SEP-15	07-SEP-15	10-SEP-15	09/06/2015	09/07/2015	2	1	37	09	N	Lawn and Garden	86	31.32	16-SEP-15	95112	33436	MERCHANT		4	6.699999993166	5.099999994798	9.399999990412	2539	Standard	3	7	2	4	2	4	10	3	7	3
110-6331750-5458623	64532011	1447731021	B00C246OMU	12-DEC-15	14-DEC-15	18-DEC-15	12/12/2015	12/14/2015	2	7	51	12	N	Toys	21	11.6	22-DEC-15	14623	10504	MERCHANT		.48501202609364	3.7795275552	1.4960629906	4.1732283422	244	Standard	4	7	2	4	1	6	11	4	7	3
116-3480025-8037017	1722437641	7746224315	B0018BUUT6	14-JUL-15	14-JUL-15	22-JUL-15	07/14/2015	07/14/2015	3	3	29	07	N	PC	147	885	23-JUL-15	91730	22304	MERCHANT						2254	Standard	6	8	6	5	3	8	10	8	7	5
107-2241520-9040241	637552811	265696030	B004IY5IGK	17-APR-16	19-APR-16	22-APR-16	04/17/2016	04/19/2016	3	1	16	04	Y	Books	14	12.28	09-MAY-16	75228	95608	MERCHANT		1.0239810683114	5.118110231	.99999999898	7.79921259047	1435	Standard	4	15	2	14	3	5	22	3	20	4
109-7091066-6767449	292823937	9160443305	0895941414	03-AUG-15	04-AUG-15	08-AUG-15	08/03/2015	08/04/2015	3	2	32	08	Y	Books	14	4	25-AUG-15	46545	48205	MERCHANT		.5	5.299999994594	.49999999949	8.399999991432	170	Standard	4	18	4	15	4	5	23	4	20	6
111-4672755-9068223	795438400	230759690	0064434036	22-JAN-16	25-JAN-16	01-FEB-16	01/22/2016	01/25/2016	2	6	04	01	Y	Books	14	7.3	16-FEB-16	98001	98146	MERCHANT		.25	7.799999992044	.199999999796	9.799999990004	14	Standard	6	18	5	16	2	10	25	7	21	4
106-7399131-2017019	117411036	25440000005	B003BLQG6M	12-DEC-15	12-DEC-15	18-DEC-15	12/12/2015	12/12/2015	7	7	50	12	N	Toys	21	30.21	21-DEC-15	38115	84664	MERCHANT		1.24999999999999	7.99999999184	2.49999999745	10.399999989392	1236	Standard	4	6	4	4	1	6	10	6	7	3
114-3767028-6301025	681883060	243274926	B003N438KE	25-NOV-15	01-DEC-15	09-DEC-15	11/25/2015	12/01/2015	3	4	49	12	N	Beauty	194	8.82	10-DEC-15	10987	90291	MERCHANT		.1	.899999999082	.799999999184	2.299999997654	2446	Standard	10	12	6	5	3	14	15	8	7	5
114-5099004-9409832	33726261605	1007053146	B015NIA1CU	08-DEC-15	09-DEC-15	12-DEC-15	12/08/2015	12/09/2015	4	3	50	12	N	Health & Personal Care	121	15.98	16-DEC-15	10110	31410	MERCHANT						716	Standard	3	6	3	5	3	4	8	3	7	5
002-4209557-0237029	917534951	7933604215	B00CQIBMW4	16-APR-15	17-APR-15	21-APR-15	04/16/2015	04/17/2015	6	5	16	04	N	Home	201	148.4	27-APR-15	78754	33755	MERCHANT		8.99999999245268	4.9999999949	3.99999999592	12.99999998674	911	Standard	3	8	2	5	3	5	12	4	7	5
111-6028467-2186606	327916451	1603758211	B00NL3SYT2	16-MAY-15	18-MAY-15	20-MAY-15	05/16/2015	05/18/2015	2	7	21	05	N	Shoes	309	18.47	28-MAY-15	91733	85015	MERCHANT		.6875	0	0	0	344	Expedited	2	8	0	5	0	4	12	2	9	2
109-2407170-1384229	2005308051	326190056	B00LVL4QZW	10-MAY-15	11-MAY-15	13-MAY-15	05/10/2015	05/11/2015	2	1	20	05	N	Apparel	193	27.99	19-MAY-15	33063	92395	MERCHANT		.3	8	2	8.9	2271	Standard	2	6	1	4	2	3	9	2	7	3
116-6740938-2193803	439550387	1328389060	B000SLK3G2	21-MAR-16	21-MAR-16	26-MAR-16	03/21/2016	03/21/2016	2	2	12	03	N	Outdoors	468	5.75	30-MAR-16	91730	47408	MERCHANT		.14999999987421	2.99999999694	1.799999998164	9.69999999010599	1753	Standard	4	7	4	5	3	5	9	5	7	3
115-9116711-5251450	2058923181	780000436	B00J4YD1P4	03-JUN-15	04-JUN-15	08-JUN-15	06/03/2015	06/04/2015	5	4	23	06	N	Wireless	107	19.99	11-JUN-15	97062	30064	MERCHANT						2155	Standard	3	6	2	5	3	5	8	4	7	5
110-5851681-8196204	9005019205	1054860071	B008FP6MJ0	04-NOV-15	05-NOV-15	06-NOV-15	11/04/2015	11/05/2015	5	4	45	11	N	Office Products	229	24.99	09-NOV-15	77065	31005	MERCHANT		26	15	5	26	733	SecondDay	2	3	1	2	2	2	5	1	4	4
105-9345287-0588244	17961058215	524556941	B0032NK1II	06-AUG-15	06-AUG-15	12-AUG-15	08/06/2015	08/06/2015	5	5	32	08	N	Beauty	194	8.75	17-AUG-15	73120	11731	MERCHANT		.02204600118607	1.99999999796	1.799999998164	5.799999994084	1362	Standard	4	7	4	5	3	6	11	6	7	5
107-7177500-6265044	9372653315	9781394105	B00SRFPG9K	30-NOV-15	01-DEC-15	03-DEC-15	11/30/2015	12/01/2015	3	2	49	12	N	Automotive	263	153.94	09-DEC-15	44212	01843	MERCHANT						557	Standard	3	8	2	5	3	3	10	2	7	3
115-6971259-0115468	1955567451	436564020	B004H4AMAI	05-AUG-15	06-AUG-15	08-AUG-15	08/05/2015	08/06/2015	5	4	32	08	N	Biss	328	27.95	12-AUG-15	78721	92021	MERCHANT		.02204600116759	1.699999998266	1.299999998674	3.599999996328	1143	Expedited	2	6	2	3	1	3	8	2	5	1
105-6789605-0019408	758771630	1767034501	B008FJLGYC	20-AUG-15	21-AUG-15	24-AUG-15	08/20/2015	08/21/2015	6	5	34	08	Y	Books	14	11.99	14-SEP-15	28560	44903	MERCHANT		.45	7.799999992044	.299999999694	9.799999990004	495	Standard	2	18	1	16	4	4	25	3	21	6
114-3219365-7711406	9983938005	13935695015	B00640S7D2	24-JAN-16	24-JAN-16	28-JAN-16	01/24/2016	01/24/2016	1	1	03	01	N	Health & Personal Care	121	12.9	02-FEB-16	10314	19121	MERCHANT						68	Standard	3	6	3	4	2	4	9	4	7	3
111-0101409-6171405	458400331	367172436	B0019NJCQA	11-DEC-15	12-DEC-15	16-DEC-15	12/11/2015	12/12/2015	7	6	50	12	N	Toys	21	149.99	21-DEC-15	16601	45220	MERCHANT		47.4	19.291338563	6.299212592	51.18110231	337	Standard	3	6	2	5	1	5	10	4	7	3
105-3758687-2282666	12544341515	794797540	B00QZMWSUW	09-JAN-16	11-JAN-16	15-JAN-16	01/09/2016	01/11/2016	2	7	02	01	N	Health & Personal Care	121	11.99	25-JAN-16	07407	89074	MERCHANT		.05	3.99999999592	1.199999998776	7.799999992044	2222	Standard	4	10	2	6	4	6	16	4	10	6
002-0345866-6950624	406929830	1168376946	0631162941	28-AUG-15	29-AUG-15	31-AUG-15	08/28/2015	08/29/2015	7	6	35	08	Y	Books	14	14.99	10-SEP-15	72211	91001	MERCHANT		1.19048406404804	5.905511805	.8661417314	8.8976377862	1462	Expedited	1	10	1	5	1	3	14	2	9	2
110-2009184-2489039	1698992720	297246971	B001RPVXZI	15-OCT-15	19-OCT-15	22-OCT-15	10/15/2015	10/19/2015	2	5	43	10	N	Apparel	193	8.25	26-OCT-15	07470	01532	MERCHANT		.15	4.9	1.7	9.7	165	Standard	5	8	1	5	3	7	12	3	7	5
114-9530070-8751410	204568130	399357740	B00DLK1F8M	24-JAN-16	24-JAN-16	01-FEB-16	01/24/2016	01/24/2016	1	1	03	01	N	Beauty	194	11.18	02-FEB-16	33015	13317	MERCHANT						1214	Standard	5	7	5	4	2	8	10	8	7	3
105-0224107-8778677	25460762605	62976292	B000I63VDY	09-DEC-15	10-DEC-15	14-DEC-15	12/09/2015	12/10/2015	5	4	50	12	N	Beauty	194	18.93	17-DEC-15	33097	48154	MERCHANT						1133	Standard	3	7	2	5	3	5	9	4	7	5
103-9486633-7155429	1137952171	13068027905	B006NM788Q	19-OCT-15	20-OCT-15	22-OCT-15	10/19/2015	10/20/2015	3	2	43	10	N	Automotive	263	111.87	28-OCT-15	84655	97448	MERCHANT						665	Standard	3	7	2	5	3	3	9	2	7	3
